key,value,comment,english
ATTRIBUTE_NECROBLAST_PLASMA_CONVERSION,"{0} 的死灵爆破伤害转换为{1}等离子{2}伤害","{0}=percentage, {1,2}=color highlight marker","{0} Necroblast Damage converted to {1}Plasma{2} Damage"
ATTRIBUTE_NECROBLAST_ELECTRIC_CONVERSION,"{0} 的死灵爆破伤害转换为{1}电能{2}伤害","{0}=percentage, {1,2}=color highlight marker","{0} Necroblast Damage converted to {1}Electric{2} Damage"
ATTRIBUTE_NECROBLAST_NUCLEAR_CONVERSION,"{0} 的死灵爆破伤害转换为{1}核能{2}伤害","{0}=percentage, {1,2}=color highlight marker","{0} Necroblast Damage converted to {1}Nuclear{2} Damage"
ATTRIBUTE_INCREASED_MINION_DAMAGE,"召唤物造成的伤害提高 {0}","{0}=percentage","Minions deal {0} increased Damage"
ATTRIBUTE_REDUCED_MINION_DAMAGE,"召唤物造成的伤害降低 {0}","{0}=percentage","Minions deal {0} reduced Damage"
ATTRIBUTE_MORE_MINION_DAMAGE,"召唤物伤害总增 {0}","{0}=percentage","Minions deal {0} more Damage"
ATTRIBUTE_LESS_MINION_DAMAGE,"召唤物伤害总降 {0}","{0}=percentage","Minions deal {0} less Damage"
ATTRIBUTE_INCREASED_MINION_ARMOR,"召唤物护甲提高 {0}","{0}=percentage","Minions have {0} increased Armor"
ATTRIBUTE_REDUCED_MINION_ARMOR,"召唤物护甲降低 {0}","{0}=percentage","Minions have {0} reduced Armor"
ATTRIBUTE_MORE_MINION_ARMOR,"召唤物护甲总增 {0}","{0}=percentage, e.g. 10%","Minions have {0} more Armor"
ATTRIBUTE_LESS_MINION_ARMOR,"召唤物护甲总降 {0}","{0}=percentage, e.g. 10%","Minions have {0} less Armor"
ATTRIBUTE_INCREASED_MINION_SPAWN_RATE,"召唤物生成速度提高 {0}","{0}=percentage","Minions spawn {0} faster"
ATTRIBUTE_REDUCED_MINION_SPAWN_RATE,"召唤物生成速度降低 {0}","{0}=percentage","Minions spawn {0} slower"
ATTRIBUTE_INCREASED_MINION_ATTACK_SPEED,"召唤物攻击速度提高 {0}","{0}=percentage","Minions have {0} increased Attack Speed"
ATTRIBUTE_REDUCED_MINION_ATTACK_SPEED,"召唤物攻击速度降低 {0}","{0}=percentage","Minions have {0} reduced Attack Speed"
ATTRIBUTE_INCREASED_MINION_ATTACK_SPEED_PER_MINION_LEVEL,"召唤物每一级攻击速度提高 {0}","{0}=percentage","Minions have {0} increased Attack Speed per Minion Level"
ATTRIBUTE_INCREASED_MINION_DAMAGE_PER_MINION_LEVEL,"召唤物每一级伤害提高 {0}","{0}=percentage","Minions deal {0} increased Damage per Minion Level"
ATTRIBUTE_INCREASED_MINION_ARMOR_PER_MINION_LEVEL,"召唤物每一级护甲提高 {0}","{0}=percentage","Minions have {0} increased Armor per Minion Level"
ATTRIBUTE_MINION_ARMOR_REPAIR,"召唤物每秒回复 {0} 最大护甲","{0}=percentage","Minions repair {0} of maximum Armor per Second"
ATTRIBUTE_MINION_LEVEL,"{0} 召唤物等级","{0}=amount, e.g. +2","{0} to level of all Minions"
ATTRIBUTE_MINION_ALL_RESISTANCES,"召唤物拥有 {0} 全部抗性","{0}=percentage","Minions have {0} to all Resistances"
ATTRIBUTE_MINION_THERMAL_RESISTANCES,"召唤物拥有 {0} {1}热能{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Thermal{2} Resistances"
ATTRIBUTE_MINION_KINETIC_RESISTANCE,"召唤物拥有 {0} {1}动能{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Kinetic{2} Resistance"
ATTRIBUTE_MINION_EXPLOSIVE_RESISTANCE,"召唤物拥有 {0} {1}爆炸{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Explosive{2} Resistance"
ATTRIBUTE_MINION_PLASMA_RESISTANCE,"召唤物拥有 {0} {1}等离子{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Plasma{2} Resistance"
ATTRIBUTE_MINION_ELECTRIC_RESISTANCE,"召唤物拥有 {0} {1}电能{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Electric{2} Resistance"
ATTRIBUTE_MINION_NUCLEAR_RESISTANCE,"召唤物拥有 {0} {1}核能{2}抗性","{0}=percentage, {1,2}=color highlight marker","Minions have {0} to {1}Nuclear{2} Resistance"
ATTRIBUTE_HITS_DEAL_NO_NUCLEAR_DAMAGE,"击中无法造成{0}核能{1}伤害","{0,1}=color highlight marker","Hits deal no {0}Nuclear{1} Damage"
ATTRIBUTE_RADIATION_DEALS_DAMAGE_AS_IF_HIGHER_HIT,"{0}辐射{1}造成的伤害视为命中伤害提高 {2}","{0,1}=color highlight marker\n{2}=percentage","{0}Radiation{1} deals damage as if the hit would be {2} higher"
ATTRIBUTE_RADIATION_CHANCE,"{0} {1}辐射{2}几率","{0}=percentage, {1,2}=color highlight marker","{0} {1}Radiation{2} Chance"
ATTRIBUTE_MORE_RADIATION_DAMAGE,"{1}辐射{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Radiation{2} Damage"
ATTRIBUTE_LESS_RADIATION_DAMAGE,"{1}辐射{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Radiation{2} Damage"
ATTRIBUTE_FASTER_RADIATION_DAMAGE,"{1}辐射{2}出伤速度提高 {0}","{0}=percentage, {1,2}=color highlight marker","{1}Radiation{2} deals Damage {0} faster"
ATTRIBUTE_SLOWER_RADIATION_DAMAGE,"{1}辐射{2}出伤速度降低 {0}","{0}=percentage, {1,2}=color highlight marker","{1}Radiation{2} deals Damage {0} slower"
ATTRIBUTE_INCREASED_RADIATION_DAMAGE_PER_STACK,"{2}辐射{3}每层{4}辐射{5}使其造成的伤害提高 {0}，最多提高至 {1}","{0,1}=percentage, {2-5}=color highlight marker","{2}Radiation{3} deals {0} increased Damage per {4}Radiation{5} Stack, up to {1}"
ATTRIBUTE_REDUCED_RADIATION_DAMAGE_PER_STACK,"{2}辐射{3}每层{4}辐射{5}使其造成的伤害降低 {0}，最多降低至 {1}","{0,1}=percentage, {2-5}=color highlight marker","{2}Radiation{3} deals {0} reduced Damage per {4}Radiation{5} Stack, up to {1}"
ATTRIBUTE_FASTER_DASH_RECHARGE,"冲刺充能速度提高 {0}","{0}=percentage","{0} faster Dash Recharge"
ATTRIBUTE_INCREASED_ENGINE_DAMAGE,"引擎部件伤害提高 {0}","{0}=percentage","{0} increased Engine Damage"
ATTRIBUTE_REDUCED_ENGINE_DAMAGE,"引擎部件伤害降低 {0}","{0}=percentage","{0} reduced Engine Damage"
ATTRIBUTE_DASH_RECHARGE_PER_SECOND,"每秒充能 {0} 冲刺","{0}=percentage","Recharge {0} Dash per Second"
ATTRIBUTE_INCREASED_DAMAGE,"提高 {0} 伤害","{0}=percentage","{0} increased Damage"
ATTRIBUTE_REDUCED_DAMAGE,"降低 {0} 伤害","{0}=percentage","{0} reduced Damage"
ATTRIBUTE_INCREASED_THERMAL_DAMAGE,"{1}热能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Thermal{2} Damage"
ATTRIBUTE_REDUCED_THERMAL_DAMAGE,"{1}热能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Thermal{2} Damage"
ATTRIBUTE_INCREASED_KINETIC_DAMAGE,"{1}动能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Kinetic{2} Damage"
ATTRIBUTE_REDUCED_KINETIC_DAMAGE,"{1}动能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Kinetic{2} Damage"
ATTRIBUTE_INCREASED_EXPLOSIVE_DAMAGE,"{1}爆炸{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Explosive{2} Damage"
ATTRIBUTE_REDUCED_EXPLOSIVE_DAMAGE,"{1}爆炸{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Explosive{2} Damage"
ATTRIBUTE_INCREASED_PLASMA_DAMAGE,"{1}等离子{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Plasma{2} Damage"
ATTRIBUTE_REDUCED_PLASMA_DAMAGE,"{1}等离子{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Plasma{2} Damage"
ATTRIBUTE_INCREASED_ELECTRIC_DAMAGE,"{1}电能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Electric{2} Damage"
ATTRIBUTE_REDUCED_ELECTRIC_DAMAGE,"{1}电能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Electric{2} Damage"
ATTRIBUTE_INCREASED_NUCLEAR_DAMAGE,"{1}核能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","{0} increased {1}Nuclear{2} Damage"
ATTRIBUTE_REDUCED_NUCLEAR_DAMAGE,"{1}核能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","{0} reduced {1}Nuclear{2} Damage"
ATTRIBUTE_INCREASED_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成伤害提高 {0}","{0}=percentage","Hits that pierce deal {0} increased Damage"
ATTRIBUTE_REDUCED_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成伤害降低 {0}","{0}=percentage","Hits that pierce deal {0} reduced Damage"
ATTRIBUTE_INCREASED_THERMAL_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}热能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Thermal{2} Damage"
ATTRIBUTE_REDUCED_THERMAL_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}热能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Thermal{2} Damage"
ATTRIBUTE_INCREASED_KINETIC_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}动能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Kinetic{2} Damage"
ATTRIBUTE_REDUCED_KINETIC_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}动能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Kinetic{2} Damage"
ATTRIBUTE_INCREASED_EXPLOSIVE_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成 {1}爆炸{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Explosive{2} Damage"
ATTRIBUTE_REDUCED_EXPLOSIVE_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}爆炸{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Explosive{2} Damage"
ATTRIBUTE_INCREASED_PLASMA_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}等离子{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Plasma{2} Damage"
ATTRIBUTE_REDUCED_PLASMA_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}等离子{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Plasma{2} Damage"
ATTRIBUTE_INCREASED_ELECTRIC_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}电能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Electric{2} Damage"
ATTRIBUTE_REDUCED_ELECTRIC_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}电能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Electric{2} Damage"
ATTRIBUTE_INCREASED_NUCLEAR_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}核能{2}伤害提高 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} increased {1}Nuclear{2} Damage"
ATTRIBUTE_REDUCED_NUCLEAR_DAMAGE_FOR_PIERCING_HITS,"穿透命中造成{1}核能{2}伤害降低 {0}","{0}=percentage, {1,2}=color highlight marker","Hits that pierce deal {0} reduced {1}Nuclear{2} Damage"
ATTRIBUTE_MORE_DAMAGE,"伤害总增 {0}","{0}=percentage","{0} more Damage"
ATTRIBUTE_LESS_DAMAGE,"伤害总降 {0}","{0}=percentage","{0} less Damage"
ATTRIBUTE_MORE_THERMAL_DAMAGE,"{1}热能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Thermal{2} Damage"
ATTRIBUTE_LESS_THERMAL_DAMAGE,"{1}热能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Thermal{2} Damage"
ATTRIBUTE_MORE_KINETIC_DAMAGE,"{1}动能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Kinetic{2} Damage"
ATTRIBUTE_LESS_KINETIC_DAMAGE,"{1}动能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Kinetic{2} Damage"
ATTRIBUTE_MORE_EXPLOSIVE_DAMAGE,"{1}爆炸{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Explosive{2} Damage"
ATTRIBUTE_LESS_EXPLOSIVE_DAMAGE,"{1}爆炸{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Explosive{2} Damage"
ATTRIBUTE_MORE_PLASMA_DAMAGE,"{1}等离子{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Plasma{2} Damage"
ATTRIBUTE_LESS_PLASMA_DAMAGE,"{1}等离子{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Plasma{2} Damage"
ATTRIBUTE_MORE_ELECTRIC_DAMAGE,"{1}电能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Electric{2} Damage"
ATTRIBUTE_LESS_ELECTRIC_DAMAGE,"{1}电能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Electric{2} Damage"
ATTRIBUTE_MORE_NUCLEAR_DAMAGE,"{1}核能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Nuclear{2} Damage"
ATTRIBUTE_LESS_NUCLEAR_DAMAGE,"{1}核能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Nuclear{2} Damage"
ATTRIBUTE_DEAL_MORE_DAMAGE,"造成的伤害总增 {0}","{0}=percentage","Deal {0} more Damage"
ATTRIBUTE_DEAL_LESS_DAMAGE,"造成伤害总降 {0}","{0}=percentage","Deal {0} less Damage"
ATTRIBUTE_DEAL_MORE_THERMAL_DAMAGE,"造成的{1}热能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Thermal{2} Damage"
ATTRIBUTE_DEAL_LESS_THERMAL_DAMAGE,"造成{1}热能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Thermal{2} Damage"
ATTRIBUTE_DEAL_MORE_KINETIC_DAMAGE,"造成的{1}动能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Kinetic{2} Damage"
ATTRIBUTE_DEAL_LESS_KINETIC_DAMAGE,"造成{1}动能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Kinetic{2} Damage"
ATTRIBUTE_DEAL_MORE_EXPLOSIVE_DAMAGE,"造成的{1}爆炸{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Explosive{2} Damage"
ATTRIBUTE_DEAL_LESS_EXPLOSIVE_DAMAGE,"造成{1}爆炸{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Explosive{2} Damage"
ATTRIBUTE_DEAL_MORE_PLASMA_DAMAGE,"造成的{1}等离子{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Plasma{2} Damage"
ATTRIBUTE_DEAL_LESS_PLASMA_DAMAGE,"造成{1}等离子{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Plasma{2} Damage"
ATTRIBUTE_DEAL_MORE_ELECTRIC_DAMAGE,"造成的{1}电能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Electric{2} Damage"
ATTRIBUTE_DEAL_LESS_ELECTRIC_DAMAGE,"造成{1}电能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Electric{2} Damage"
ATTRIBUTE_DEAL_MORE_NUCLEAR_DAMAGE,"造成的{1}核能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} more {1}Nuclear{2} Damage"
ATTRIBUTE_DEAL_LESS_NUCLEAR_DAMAGE,"造成{1}核能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","Deal {0} less {1}Nuclear{2} Damage"
ATTRIBUTE_FLAT_KINETIC_DAMAGE,"附加 {0} {1}动能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Kinetic{2} Damage"
ATTRIBUTE_FLAT_EXPLOSIVE_DAMAGE,"附加 {0} {1}爆炸{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Explosive{2} Damage"
ATTRIBUTE_FLAT_PLASMA_DAMAGE,"附加 {0} {1}等离子{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Plasma{2} Damage"
ATTRIBUTE_FLAT_ELECTRIC_DAMAGE,"附加 {0} {1}电能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Electric{2} Damage"
ATTRIBUTE_FLAT_NUCLEAR_DAMAGE,"附加 {0} {1}核能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Nuclear{2} Damage"
ATTRIBUTE_FLAT_KINETIC_DAMAGE_PER_MASS,"每点质量附加 {0} {1}动能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Kinetic{2} Damage per Mass"
ATTRIBUTE_FLAT_EXPLOSIVE_DAMAGE_PER_MASS,"每点质量附加 {0} {1}爆炸{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Explosive{2} Damage per Mass"
ATTRIBUTE_FLAT_PLASMA_DAMAGE_PER_MASS,"每点质量附加 {0} {1}等离子{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Plasma{2} Damage per Mass"
ATTRIBUTE_FLAT_ELECTRIC_DAMAGE_PER_MASS,"每点质量附加 {0} {1}电能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Electric{2} Damage per Mass"
ATTRIBUTE_FLAT_NUCLEAR_DAMAGE_PER_MASS,"每点质量附加 {0} {1}核能{2}伤害","{0}=amount, {1,2}=color highlight marker","Adds {0} {1}Nuclear{2} Damage per Mass"
ATTRIBUTE_MORE_DAMAGE_TAKEN,"承受的伤害总增 {0}","{0}=percentage","{0} more Damage taken"
ATTRIBUTE_LESS_DAMAGE_TAKEN,"承受伤害总降 {0}","{0}=percentage","{0} less Damage taken"
ATTRIBUTE_MORE_THERMAL_DAMAGE_TAKEN,"承受的{1}热能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Thermal{2} Damage taken"
ATTRIBUTE_LESS_THERMAL_DAMAGE_TAKEN,"承受{1}热能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Thermal{2} Damage taken"
ATTRIBUTE_MORE_KINETIC_DAMAGE_TAKEN,"承受的{1}动能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Kinetic{2} Damage taken"
ATTRIBUTE_LESS_KINETIC_DAMAGE_TAKEN,"承受{1}动能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Kinetic{2} Damage taken"
ATTRIBUTE_MORE_EXPLOSIVE_DAMAGE_TAKEN,"承受的{1}爆炸{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Explosive{2} Damage taken"
ATTRIBUTE_LESS_EXPLOSIVE_DAMAGE_TAKEN,"承受{1}爆炸{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Explosive{2} Damage taken"
ATTRIBUTE_MORE_PLASMA_DAMAGE_TAKEN,"承受的{1}等离子{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Plasma{2} Damage taken"
ATTRIBUTE_LESS_PLASMA_DAMAGE_TAKEN,"承受{1}等离子{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Plasma{2} Damage taken"
ATTRIBUTE_MORE_ELECTRIC_DAMAGE_TAKEN,"承受的{1}电能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Electric{2} Damage taken"
ATTRIBUTE_LESS_ELECTRIC_DAMAGE_TAKEN,"承受{1}电能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Electric{2} Damage taken"
ATTRIBUTE_MORE_NUCLEAR_DAMAGE_TAKEN,"承受的{1}核能{2}伤害总增 {0}","{0}=percentage, {1,2}=color highlight marker","{0} more {1}Nuclear{2} Damage taken"
ATTRIBUTE_LESS_NUCLEAR_DAMAGE_TAKEN,"承受{1}核能{2}伤害总降 {0}","{0}=percentage, {1,2}=color highlight marker","{0} less {1}Nuclear{2} Damage taken"
ATTRIBUTE_LESS_DAMAGE_TAKEN_PER_OVERCAPPED_DODGE,"每点超出上限的闪避使承受伤害总降 {0}，上限为 {1}","{0}=percentage, {1}=percentage","{0} less Damage taken per overcapped Dodge, up to {1}"
ATTRIBUTE_MORE_DAMAGE_PER_OVERCAPPED_DODGE,"每点超出上限的闪避使伤害总增 {0}","{0}=percentage","{0} more Damage per overcapped Dodge"
ATTRIBUTE_LESS_DAMAGE_PER_OVERCAPPED_DODGE,"每点超出上限的闪避使伤害总降 {0}","{0}=percentage","{0} less Damage per overcapped Dodge"
ATTRIBUTE_FLAT_DEFLECTOR_SHIELD,"{0} 偏转护盾","{0}=amount, e.g. +25","{0} Deflector Shield"
ATTRIBUTE_INCREASED_CRITICAL_STRIKE_CHANCE,"暴击率提高 {0}","{0}=percentage, e.g. 10%","{0} increased Critical Strike Chance"
ATTRIBUTE_REDUCED_CRITICAL_STRIKE_CHANCE,"暴击率降低 {0}","{0}=percentage, e.g. 10%","{0} reduced Critical Strike Chance"
ATTRIBUTE_INCREASED_BASE_CRITICAL_STRIKE_CHANCE,"基础暴击率提高 {0}","{0}=percentage, e.g. 10%","{0} increased base Critical Strike Chance"
ATTRIBUTE_REDUCED_BASE_CRITICAL_STRIKE_CHANCE,"基础暴击率降低 {0}","{0}=percentage, e.g. 10%","{0} reduced base Critical Strike Chance"
ATTRIBUTE_INCREASED_CRITICAL_STRIKE_DAMAGE,"暴击伤害提高 {0}","{0}=percentage, e.g. 10%","{0} increased Critical Strike Damage"
ATTRIBUTE_REDUCED_CRITICAL_STRIKE_DAMAGE,"暴击伤害降低 {0}","{0}=percentage, e.g. 10%","{0} reduced Critical Strike Damage"
ATTRIBUTE_INCREASED_ATTACK_SPEED,"攻击速度提高 {0}","{0}=percentage, e.g. 10%","{0} increased Attack Speed"
ATTRIBUTE_REDUCED_ATTACK_SPEED,"攻击速度降低 {0}","{0}=percentage, e.g. 10%","{0} reduced Attack Speed"
ATTRIBUTE_MORE_ATTACK_SPEED,"攻击速度总增 {0}","{0}=percentage, e.g. 10%","{0} more Attack Speed"
ATTRIBUTE_LESS_ATTACK_SPEED,"攻击速度总降 {0}","{0}=percentage, e.g. 10%","{0} less Attack Speed"
ATTRIBUTE_INCREASED_ARMOR,"护甲提高 {0}","{0}=percentage, e.g. 10%","{0} increased Armor"
ATTRIBUTE_REDUCED_ARMOR,"护甲降低 {0}","{0}=percentage, e.g. 10%","{0} reduced Armor"
ATTRIBUTE_MORE_ARMOR,"护甲总增 {0}","{0}=percentage, e.g. 10%","{0} more Armor"
ATTRIBUTE_LESS_ARMOR,"护甲总降 {0}","{0}=percentage, e.g. 10%","{0} less Armor"
ATTRIBUTE_FLAT_ARMOR,"{0} 护甲","{0}=amount, e.g. +25","{0} Armor"
ATTRIBUTE_REPAIR_ARMOR_PER_SECOND,"每秒回复 {0} 最大护甲","{0}=percentage, e.g. 10%","Repair {0} of maximum Armor per second"
ATTRIBUTE_FASTER_REPAIR_ARMOR,"护甲回复速度提高 {0}","{0}=percentage, e.g. 10%","Armor Repair is {0} faster"
ATTRIBUTE_SLOWER_REPAIR_ARMOR,"护甲回复速度降低 {0}","{0}=percentage, e.g. 10%","Armor Repair is {0} slower"
ATTRIBUTE_INCREASED_DEFLECTOR_SHIELD,"偏转护盾提高 {0}","{0}=percentage, e.g. 10%","{0} increased Deflector Shield"
ATTRIBUTE_REDUCED_DEFLECTOR_SHIELD,"偏转护盾降低 {0}","{0}=percentage, e.g. 10%","{0} reduced Deflector Shield"
ATTRIBUTE_DEFLECT_NUCLEAR_DAMAGE,"偏转护盾可以抵御 {0} {1}核能{2}伤害","{0}=percentage, {1,2}=color highlight marker","Deflector Shield can deflect {0} {1}Nuclear{2} Damage"
